gene_symbol,gene_length_bp
MTATP6P17,672
MTCO3P17,513
MTND3P17,344
MTND4LP17,293
MTND4P30,899
MTCO1P54,712
FAM117B,6205
SPTBN1-AS2,1236
RNU7-81P,64
LOC124906143,127
RN7SL210P,288
ADRA2B,3696
AQP12A,1685
XIRP2,13337
NCKAP5,9558
POTEE,4724
THSD7B,6708
SPAG16,8235
KCNK3,6191
NRXN1,26509
MYT1L-AS1,3244
NT5DC4,4783
RNU7-104P,79
EVX2,4252
UGT1A10,3158
ASIC4,5250
SULT6B1,1444
RNU6-1140P,106
AGBL5-AS1,407
AGBL5-IT1,339
PRR30,2008
DNAJC5G,2338
UCN,795
SCN9A,13946
TMEM237,8080
ARL6IP6,19294
IGKV1OR2-9,287
IGKV2OR2-10,311
IGKV2OR2-7D,304
IGKV3OR2-5,281
IGKV1OR2-6,277
IGKV2OR2-7,304
IGKV2OR2-8,300
IGKV1OR2-11,287
UBTFL6,1024
C2orf92,6503
LOC124900516,141
ANKRD36B,6500
MIR5590,54
MAP3K19,8130
SNORA40B,128
PCARE,7532
NDUFB4P6,366
LOC124907968,1548
GCSHP3,391
snoZ196,89
SNORD51,80
SNORA41,132
CMKLR2,2821
RN7SKP200,320
ATP5POP1,636
HMGN1P6,291
RN7SKP260,149
ACER2P1,823
HNRNPA1P51,947
RNU1-133P,167
CXCR1,2459
HMGB1P9,646
MIR6513,64
MIR6810,70
RPL19P5,498
MIR26B,77
RNU7-148P,62
CTAGE14P,2403
SNRPEP11,124
PEBP1P2,558
GPR160P1,995
SLC38A11,7384
RN7SL359P,288
RNU6-997P,107
MIR3682,84
GPR75,2094
HNRNPA1P61,924
FKBP7,6710
CROCC2,5978
CYS1,3154
RAD51AP2,3730
MROH2A,5730
LIMS3,3530
MAIP1,1616
API5P2,1498
SDHDP5,473
RNU6-629P,103
CYCTP,315
RNU5E-9P,104
PDE11A,12528
VAX2,2975
ATP6V1B1-AS1,1139
ELOCP21,336
RN7SL160P,284
RNU6-137P,108
FTOP1,861
CHORDC1P1,980
OXER1,1637
LOC100419512,889
RN7SL575P,299
SLC2AXP1,909
FABP7P2,379
RN7SL832P,1756
RNU7-138P,64
RNU7-176P,62
LIMS1-AS1,477
RPL10P5,639
RPL39P16,153
RNA5SP113,84
RN7SL267P,261
RNU6-107P,102
SNORC,3763
LINC01805,572
MIR4434,53
RNU6-100P,106
RPS10P9,458
RPS2P18,884
NRAL,495
MIR1246,73
RNU6ATAC14P,91
PSMB3P2,618
RPL31P14,371
RNA5SP120,112
FABP5P14,393
TNP1,407
NYAP2,13172
UBTFL5,1191
TRIM43B,1650
LOC729532,1440
LOC100287498,249
KRT18P39,1299
NPM1P33,872
RNU6-474P,107
CNN2P11,262
GXYLT1P7,1190
CNN2P8,913
LOC100419684,712
MARS2,3027
HNRNPKP2,1390
CXCR4,2902
UBBP1,473
EIF3FP3,1086
SGCEP1,1223
LINC01966,821
METAP2P1,1546
RNU7-2P,62
RPL17P12,526
OTX2P2,687
PABPC1P2,1805
LINC01911,6274
LOC100420430,538
RNU6-692P,107
RNU6-715P,103
RNA5SP106,100
LIMS4,3310
PRPS1P1,876
CYP2C56P,291
CTLA4,2329
RNU6-542P,103
RPS24P7,246
IL36G,1373
HMGN2P23,269
POLR2DP1,421
IL36A,890
IL1F10,1590
RNU6-1180P,107
IL1RN,3734
IL36RN,3209
SCYGR9,279
RTKN,5191
PHF5AP5,300
IFIH1,5225
RUFY4,4360
HMGB1P4,567
LINC01124,2117
SP5,2074
EIF2S2P4,984
ERICH2,4104
RNA5SP84,107
MIR4429,73
RNU2-13P,113
RNA5SP85,119
RN7SL674P,275
PROKR1,4287
ARHGAP25,5476
QTMAN-AS1,1046
MANEALP1,1024
RPS28P5,150
TMEM256P2,341
RPL23P5,421
MSTN,2819
POLR1B,8997
CHCHD5,3759
UBE2V1P14,558
RRN3P4,1904
SFXN4P1,787
MTCYBP11,1109
MTND6P11,483
MTND5P24,1767
MTND4P22,1169
MTND4LP12,295
MTND3P9,346
MTCO3P5,714
LOC124906080,677
MTCO2P5,426
RPSAP26,741
MIR5192,92
RN7SL297P,293
RTRAFP1,735
SLC30A6P1,528
RNU1-38P,144
MIR6071,78
MYG1P1,1080
MIR4263,83
FAM133EP,706
BABAM2-AS2,3201
RPL23AP34,410
PLB1,8603
SNRPGP7,106
RNA5SP89,108
SPDYA,3483
SNORD92,85
SNORD53,78
SNORD53B,78
STPG4,3203
RN7SKP119,273
MIR559,96
DOCK10,12033
FUCA1P1,1351
RPL29P8,434
RNU6-187P,106
HMGN1P36,298
RNU7-96P,64
MFSD2B,4522
WDCP,3870
RNU6-370P,104
FKBP1B,1677
LOC124900541,128
HMGN2P20,273
RPL36AP13,317
CIMIP6,2738
RPL23AP32,459
EML6,16317
RNU6-433P,104
RNU6-640P,105
AMMECR1L,5413
MIR149,89
RN7SL632P,266
RPL21P33,484
RNU4-51P,140
NONOP2,1231
RPS12P3,401
RNA5SP95,137
EIF1P7,337
IAH1,5901
RNU4-73P,141
TMSB10P1,132
RNU7-127P,62
RN7SL204P,262
GBX2,2332
RNU1-31P,176
AGAP1,13947
SCG2,2577
MLXP1,718
WBP1P1,505
NDUFB4P5,361
CD8A,3976
LOC100130691,23674
NT5C1B,3988
ZNF892,10554
C2orf78,3052
SPATA3,3612
RNF228,6008
LOC729141,1194
RNA5SP114,113
MIR561,97
LOC100419513,1505
RNU7-147P,62
H2ACP2,258
BIRC6,18535
CYP4F32P,504
RNU6-1320P,107
SOWAHCP5,1306
MTCO1P48,1096
MTCO3P45,613
RPS24P6,400
LINC01914,1266
RNU5E-7P,117
RPLP1P5,305
LOC124906147,104
RN7SL104P,293
LOC124900518,133
FSIP2,23585
RPL21P32,477
RPL23AP35,501
MED28P3,531
DPRXP1,460
NUDCP1,694
CPO,1245
MIR2355,87
KLF7-IT1,655
MIR7845,99
MIR1302-4,150
FIGLA,722
HMGN2P21,270
CLEC4F,2474
MOB4P1,677
CD207,1866
TEX261,4623
LOC124900540,112
KRT8P10,1447
DUSP19,5379
RN7SL341P,298
RN7SL211P,276
RPL11P1,582
RNU6-548P,115
LOC124906140,199
VDAC2P5,881
AQP7B,4858
SCYGR10,318
CPS1-IT1,2306
HSPA8P6,1552
MEAF6P1,327
PKP4P1,2158
RNA5SP118,109
SNAI1P1,777
RNU6-242P,107
RPL21P30,412
HMGB1P31,427
RNU7-172P,64
TSPYL6,3052
TNS1,16368
CREG2,7059
LOC107985789,469
RPS6P3,693
PRCPP1,1143
RGPD1,7221
RNU7-182P,62
NIFKP9,221
WBP11P2,2825
RNU6-1147P,107
KMT2CP5,1199
SLC9B1P2,1184
HTR5BP,1154
CDRT15P4,579
NBEAP2,969
CDRT15P3,1380
FAR2P4,584
ECEL1P2,3007
CYP4F30P,3122
FAR2P3,604
MED15P9,2347
ALMS1P1,8232
REG1CP,496
SULT1C5P,1875
SLC19A4P,3551
MALLP2,342
BIRC6-AS2,1066
LOC128966744,1672
ZNF285CP,1774
AOX3P,2160
AOX2P,3284
OR7E91P,3307
ANAPC1P1,2145
ANKRD20A8P,3686
PLGLA,449
ANKRD33BP1,1427
ANKRD36BP2,9561
BMS1P23,1120
LINC01881,412
LSP1P4,10584
CT75,3544
FAHD2CP,900
CXCR2P1,1074
RPL7L1P10,463
RPL17P14,515
RN7SKP283,270
PLEK,3205
WDR4P2,1800
CACNB4,35957
RPL30P2,291
LOC100420775,799
RPS27P10,249
RNA5SP119,117
MTND2P23,651
MTCO1P46,1491
MIR548F2,98
PCED1CP,785
SCN3A,11566
VDAC2P4,711
RNU6-763P,106
RNU6-1290P,109
RPL21P31,415
RPL22P7,370
RAB6C-AS1,5153
RAB6C,3073
LOC100422513,504
SSBP3P6,1152
ARHGAP42P2,2140
LBX2,2276
WNT6,1719
OR6B2,939
YWHAQP5,1382
TEX51,1533
TMSB4XP2,210
ALLC,2537
GAPDHP48,961
AMER3,6438
MTA3P1,1479
RNU6-932P,106
PTP4A1P1,515
CCDC148-AS1,795
HNRNPDLP2,751
RN7SL393P,296
RPL7AP22,800
PER2,7088
RNU6-234P,104
DCDC2C,2856
NPM1P48,853
RNU6-649P,107
SOX11,9002
G3BP1P1,1398
NRP2,13896
NRP2-AS1,1623
RN7SKP178,329
PPIAP68,502
Vault,98
RPL27P8,414
PARD3B,10522
ERBB4,13011
KCNH7,5003
CAMKMT,3994
SIX3,2713
PLCL1,8113
GPR39,3135
RN7SKP103,320
CDKN2AIPNLP2,352
CGREF1,4052
TDRD15,7180
APOB,14828
RMDN2-AS1,3282
RNU6-951P,107
GAPDHP25,1001
RACK1P2,620
RNU6-577P,98
VWA3B,8307
ATP5F1BP1,1574
RPL34P8,318
CENPNP2,1017
MIR4771-2,74
ASXL2,13238
SMIM39,3230
DBIL5P2,1692
FUNDC2P2,493
HNRNPA1P57,958
RPL38P2,205
PAFAH1B1P2,1241
ATP5F1AP2,255
NOC2LP1,2235
RPS4XP5,768
GPAA1P2,928
MYADML,2564
LOC100289479,243
PRORSD1P,7448
AHSA2P,9131
TUBA4B,1687
FAM95A,3805
RNU2-39P,198
LOC124900538,69
NOTO,2433
FBXO41,8058
MIR3129,76
B3GNT7,9398
LOC105374780,2736
E2F3P2,1422
LOC100420572,652
RN7SL820P,299
CBX3P6,527
BCL2L11,6987
IGKV3OR2-268,350
CYTOR,17782
NCAL1,3849
PAFAH1B1P1,937
MIR4435-1,80
RPS14P5,354
ANAPC1P4,2070
MTATP8P2,202
LINC02478,870
MIR4785,73
DLX1,3570
MIR5001,100
POTEF-AS1,578
RPL30P3,333
DCTN1-AS1,4338
BIRC6-AS1,697
LINC01946,418
UNC80,20078
IGKV2D-40,365
IL36B,1871
SPTBN1-AS1,536
ACYP2,4964
DLX2,2971
DLX2-DT,2105
ELF2P4,684
MARCHF4-AS1,575
MREG,3576
POLHP1,470
MARCHF4,4903
GAL3ST2-AS1,739
LINC03100,1107
SCN1A,20579
LOC644456,1741
LOC124900539,65
ACTG1P22,1099
CDK7P1,693
RN7SKP281,352
FAM133DP,691
CYTIP,8789
RPL23AP29,453
TUBAP13,1281
LOC124900522,71
RPRM,1425
DNAJA1P2,1197
PHB1P4,837
PCBP1-AS1,31192
LINC01816,4526
IGKV5-2,408
IGKV7-3,298
PGBD4P5,426
IGKV2-4,340
IGKV1-5,532
LOC442028,16023
LOC124906194,216
SEPHS1P7,1177
MALLP1,357
RN7SL251P,297
RN7SL126P,299
TMEM247,680
LINC01819,6392
LOC107985876,5600
AHCYP3,1279
LINC01831,2421
LINC01103,1457
RPL23AP27,451
LOC124900520,129
HMGB3P11,604
POU3F3,4803
ASB18,6967
NUTF2P8,363
RN7SL117P,296
RN7SL516P,297
RNU6-958P,106
LINC00486,5926
LOC100271832,2122
RN7SKP208,361
MIR217,110
MIR216A,110
MIR216B,82
RNA5SP93,114
RNU6-508P,103
RNA5SP94,108
PRSS40B,989
PRSS40A,987
LINC02631,2713
LOC124900519,132
LOC112268419,1873
MIR5000,103
SPATA31H1,16403
RNU6-105P,104
LINC01115,11496
SMPD4BP,5629
RNU6-617P,107
LINC01087,3516
GRAMD4P8,1115
TTN,119074
MYO7B-AS1,852
NMS,485
ARPP19P2,336
HMGN2P22,175
NANOGNBP1,480
SRMP3,725
DYNLT3P2,295
RPL14P6,415
RPL21P34,485
HS6ST1,4974
TET3,12991
CAPZA1P2,840
RPS3AP13,765
RPS29P9,171
RNU6-664P,107
PPP1R14BP2,444
MIR4775,75
GPR45,1725
TGFBRAP1-AS1,674
CD28,5687
ASIC4-AS1,519
GAL3ST2,1452
LINC01796,2514
LOC105374389,516
LINC02946,5502
LOC105373390,11769
LINC01853,1945
LOC105373554,3561
LINC01813,830
GCC2-AS1,4697
CHROMR,13354
LOC101927687,8354
LOC105373424,983
LOC100133920,4903
FN1-DT,1797
CHMP3-AS1,2987
LOC105373443,508
LOC105373584,2556
LOC124907824,1678
LOC105373605,927
LOC124907743,876
LOC124906064,1468
PPM1B-DT,2396
MIR4435-2HG,39168
LOC101929532,4902
SOCAR,1886
LOC124905985,703
TNS1-AS1,3226
LOC124907982,600
LOC105373559,900
LINC01304,6994
RGPD4-DT,2556
LOC729254,1143
GALNT13-AS1,3421
C2orf49-DT,3575
LINC01106,4065
LINC01815,1426
LINC01381,470
MAL-AS1,3379
MIR4432HG,16309
LINC00487,5283
SATB2-AS1,6800
TTC32-DT,2169
LOC101929386,2933
LINC01849,4628
LINC03174,2835
LOC105373614,1166
GTF3C2-AS1,3330
LOC124907995,526
KIAA2012-AS1,4985
PANTR1,29245
LINC01159,6599
LOC105373742,4221
LBX2-AS1,2947
ARNILA,2164
LOC101927948,1429
FLJ33534,5463
WDR35-DT,4501
LINC01473,18693
ANKRD44-DT,1284
EIF2AK3-AS1,3246
LOC105373418,8750
LINC01143,962
LINC01850,3694
LOC124907879,7276
LOC124907998,953
LOC124907981,389
LINC01964,4667
LOC440910,4161
LINC01824,2388
LOC101927764,1435
SILC1,24383
LOC107985940,6740
CCNT2-AS1,5443
LOC102723413,6090
LINC00276,4101
LOC124906076,671
HECW2-AS1,1625
LINC01107,3549
REL-DT,6539
PPP4R3B-DT,1104
HDAC4-AS1,1493
LINC01907,3314
LINC01246,9023
LINC03063,15404
PIRAT1,7629
LINC01937,2545
FOSL2-AS1,3506
MIR217HG,6063
EML4-AS1,2861
LOC107985767,6208
LINC01794,4763
LOC101929691,2959
LOC105373487,928
PPP1CB-DT,8368
LINC01923,3971
LINC01939,1631
SNTG2-AS1,3036
LOC124908051,1028
LINC01802,1862
LINC01102,9770
CALCRL-AS1,3239
LOC124908058,3540
LINC00954,8959
LINC01851,703
MCFD2-AS1,1874
LOC105374796,926
NCKAP5-AS2,2139
LINC01833,6277
LINC01825,3473
SIX3-AS1,2684
LOC124906013,5710
LINC01877,10781
LOC102724849,1936
LOC105373612,1871
LOC105373914,5265
LOC124907871,2982
TEX41,31194
LOC124907880,709
GBX2-AS1,6485
DPP10-AS3,669
DARS1-AS1,8068
LOC105374597,2732
GPR155-DT,1194
LOC105373696,2535
EHBP1-AS1,4558
LINC01123,5093
LINC01885,2735
LINC01886,2870
LINC01614,2452
TTN-AS1,26147
LINC01173,1099
FSIP2-AS1,6560
LCT-AS1,2013
LOC124907748,810
GCSIR,4641
LOC105373594,1864
SLC30A6-DT,726
LOC105373949,5171
LOC100129434,5210
LINC02245,11318
CMKLR2-AS,3970
LOC124907779,4953
LINC02576,4406
NEMP2-DT,3304
LOC105373437,1148
LOC105373508,1641
TTC21B-AS1,2709
RAPGEF4-AS1,5675
UBE2E3-DT,525
LOC100506076,5751
LINC01936,4654
LINC01865,7038
LOC105373346,3754
LOC124908011,3356
LINC01376,17811
LINC01965,10022
GACAT3,4137
PAX8-AS1,22105
LOC124907882,968
LINC01821,8182
MAP3K2-DT,5430
LINC01934,15372
LINC00299,61541
LOC105373421,1943
GRASLND,5898
LOC107986001,6263
LOC124906051,1176
DTNB-AS1,932
KCNH7-AS1,3397
EPCAM-DT,6788
LOC105374588,7568
SCHLAP1,2134
MAPRE3-AS1,2598
TMEM18-DT,3109
LOC105373939,560
LINC01795,3101
LINC01792,5548
LINC01812,828
LOC105373724,547
LINC01913,5084
LINC01807,6573
LINC01963,3838
LINC02579,2094
AFTPH-DT,2603
LOC124907878,4534
LOC105373411,2720
LOC124907913,538
EIF2AK3-DT,4287
MMADHC-DT,10286
MRPS9-AS2,4622
LINC01931,3068
LOC107985792,8347
MRPS9-AS1,3030
CAPN10-DT,4602
PRKD3-DT,2071
LOC105374555,717
CAVIN2-AS1,8255
LOC105373352,4657
LINC01280,3330
SPATA3-AS1,5495
LOC124907985,441
LOC105373512,659
LOC105373525,2698
LOC105373514,1362
LOC124905969,2132
LOC105373604,7578
LOC124907731,675
SERTAD2-AS1,989
LOC105373953,5559
LINC03052,2065
LINC02862,503
DPP10-AS1,9550
LOC124907894,817
LOC124907725,1871
RNASEH1-DT,4476
LINC02612,3498
PPP3R1-AS1,2278
LOC105373682,2541
LINC01940,3700
IL1R1-AS1,2392
LOC100507562,10985
LOC105373845,1091
NIFK-AS1,7298
BOLA3-DT,4501
LINC01823,3556
SLC8A1-AS1,8636
PSMD14-DT,3783
APPAT,7158
LINC02966,10991
LINC01806,6133
LINC01817,1843
LOC105373567,4183
COPS8-DT,15346
LOC105373593,5273
SMARCAL1-AS1,1176
LOC107985984,1550
USP34-DT,6947
LINC01956,4096
LINC01875,668
LOC105373700,2303
LOC128966597,2185
LINC01827,876
LOC100507334,1885
LOC105369165,4642
BZW1-AS1,1268
LINC02572,6454
LOC124905959,5286
LOC101929667,1626
INO80D-AS1,2021
ODC1-DT,5680
ANKRD44-IT1,2158
LOC105373496,501
MYO1B-AS1,2631
LINC01121,7024
LGALSL-DT,4419
LOC101928487,1061
LOC105374768,3883
PPP1R21-DT,1664
LOC105374769,768
AGAP1-IT1,765
LOC100506274,13073
SNED1-AS1,1014
LOC105374378,8327
LINC01460,4007
LINC01117,9157
LOC105373685,1261
LINC01116,4636
LOC101929861,5832
LOC101929551,5832
LOC105373757,4224
PDE11A-AS1,1999
CERS6-AS1,5072
LINC01810,1595
LINC02611,5967
LOC107985959,1880
LALTOP,2760
LOC124908016,621
MYCNUT,2592
MYCNOS,7251
EML6-AS1,627
STARD7-AS1,4738
LOC105373780,4593
LOC124906055,3333
LOC105373530,3333
LINC01793,20894
HOXD-AS2,3076
LINC01891,2960
CRIM1-DT,1423
LINC01808,3067
LINC01305,5036
LINC01249,4233
GPC1-AS1,3521
LOC105373432,1291
LOC124906098,2010
LOC124906053,563
LOC101927896,10198
SMANTIS,2190
LOC100996637,917
LOC105373422,1368
CNTNAP5-DT,3464
PCGEM1,1754
MAP4K3-DT,14874
LOC100506405,1484
LOC101927089,1061
LOC105374852,1383
LOC124907997,1763
CATIP-AS1,1420
B3GALT1-AS1,2711
LINC01126,7261
LOC112268411,4421
ITGA6-AS1,4181
LOC105373643,2211
LINC01874,2628
LOC105373894,1385
LINC01870,1145
DIRC3,8783
LINC01830,9593
LINC01884,2265
LOC105373973,736
LINC02831,4645
CATIP-AS2,2373
SCN1A-AS1,20534
LINC01317,13302
UICLM,2812
LOC440895,4277
TESHL,32671
LOC124907979,1918
LOC105373876,702
DPP4-DT,2026
LOC124907978,635
LOC107985911,11639
LINC01291,9832
LOC124907856,728
LINC02923,1254
LINC01868,1257
DNAJC27-AS1,8348
LOC105374593,13324
LINC01104,4571
MIR3681HG,16205
LOC105373940,616
SPOPL-DT,8561
HAGLR,6141
HAGLROS,1131
LINC02583,8784
LOC124906002,1193
NRXN1-DT,5746
LINC01820,7435
ID2-AS1,8911
RHOQ-AS1,1799
LINC01120,5090
LOC105374802,1117
LOC105373782,3311
LINC01090,4937
LOC105373781,1282
GTF3C2-AS2,3751
LOC105373436,4820
LOC100506474,10812
SH3RF3-AS1,2343
LAPTM4A-DT,4372
LINC01955,898
LINC01918,1202
BAZ2B-AS1,3346
MIR4430,49
FAM98A,17840
ATP6V0E1P3,246
RNA5SP91,119
RNA5SP92,110
KIF5C-AS1,4156
SNORA10B,133
H3P5,276
RNU6ATAC37P,131
LOC101929510,5144
LINC01871,4885
LOC100130731,658
LOC102724497,2742
LOC102724482,2398
HK2-DT,1333
MIR4778,80
LINC01873,1679
MEIS1-AS3,2227
MEIS1-AS2,3035
LINC01799,15079
LINC01797,2237
DNMT3AP1,1565
LINC01628,1256
LOC101927661,8481
LINC01829,9087
LOC105373793,646
OSGEPL1-AS1,997
FOXD4L1,2486
LINC01961,2384
LOC124906859,2982
MIR1302-3,138
WASH2P,1684
RPL23AP7,8671
SNRPA1P1,768
RNU6-744P,107
MIR4782,79
LINC01118,14046
LINC01101,2207
LOC105373429,9856
LINC00570,3719
MYOSLID,8621
LINC01943,1546
LOC100288570,3844
USP21P2,907
IFITM3P9,372
LOC124906037,2759
LOC124906033,2759
LOC102724642,3795
CYCSP6,302
IGSF3P2,2395
ANAPC1P6,831
LOC100419917,736
CHEK2P3,248
HIGD1AP4,280
RAD52P1,1148
LOC100859919,1299
USP21P1,1874
LOC112268431,1538
SNHG31,6048
GAPDHP59,267
LINC01945,6944
OR7E90P,1029
UGT1A12P,853
NEK2P4,1329
NF1P8,1596
MED15P8,545
KLF2P4,1225
ECEL1P1,1742
DIS3L2P1,559
LOC100420006,354
GNAQP1,1067
HIGD2AP1,321
LINC00471,7053
KRT8P30,650
HNRNPA1P66,934
OR7E102P,1015
TRIM51JP,1969
LOC100421548,276
TIMM8AP1,295
FNBP1P1,1994
RPL31P17,378
SMIM12P1,274
KLF2P1,1042
CYP4F27P,494
FAR2P1,709
PDSS1P2,678
MRPL36P1,312
PTGES3P2,482
UQCRHP2,288
SEPTIN14P2,183
KMT2CP4,1257
DAZAP2P1,503
RPSAP22,851
OR7E46P,1019
OR7E62P,477
SNX18P14,574
RPL6P5,828
LOC105374760,3002
RPL31P30,361
EEF1E1P1,430
ANAPC1P2,4136
RPS20P10,253
LOC124907760,461
RPL7P12,750
LINC00607,14179
MED15P4,393
POTEKP,3569
PGM5P4,445
FAM138B,4809
DDX11L2,3305
ACRP1,698
LINC02936,1396
TRIM43CP,1028
GPAT2P2,863
IGKV2OR2-1,304
IGKV2OR2-2,300
IGKV1OR2-3,288
RN7SL313P,288
ANKRD36,10670
LANCL1-AS1,1764
ST3GAL5-AS1,2031
LINC01127,6648
ERICH2-DT,12880
LINC02613,8164
LOC105374468,2670
LINC01250,10828
LINC01954,2869
LINC01822,4433
MYOSLID-AS1,10207
GPR55-AS1,1508
LINC01800,8553
LINC01248,4958
LINC03124,18670
AOX3P-AOX2P,5925
RPL37A-DT,3485
ARHGAP15-AS1,6778
LOC105369167,22077
LINC01876,10084
ACTR3-AS1,9101
LINC01191,4899
PRKAG3,6916
MSH2-OT1,1318
BCYRN1,200
PARTICL,2219
LOC124905349,2253
LOC105373978,1284
LINC01237,10045
FAM240C,687
LINC01880,3419
MFF-DT,15378
SCYGR1,267
SCYGR2,363
SCYGR3,303
SCYGR4,318
SCYGR5,258
SCYGR6,318
SCYGR7,291
SCYGR8,327
CLASP1-AS1,942
RNU4ATAC,130
LOC105374471,433
LOC375196,1111
ARHGEF33,5644
ADGRF3,5761
SELENOI,8489
DNPEP-AS1,1598
LOC124908064,3935
LOC105373888,8097
LINC01803,889
MIR4268,64
EN1,2856
C1QL2,1905
RN7SL468P,294
STEAP3-AS1,3329
SCTR-AS1,3159
SPEGNB,931
LOC105373440,1250
LINC01804,5068
LOC105374328,1190
CYP1B1-AS1,13859
LOC105374467,910
RESP18,1431
LOC101928881,945
NEU2,8705
LOC100506235,3644
C2orf74-AS1,6617
DGUOK-AS1,4966
RN7SL113P,299
LINC00342,8678
ANKRD36C,10048
CNNM3-DT,2612
FAM178B,3533
RNA5SP101,108
LOC100420569,484
FAR2P2,594
CYP4F62P,524
LOC124907890,1710
PRLH,663
RAB17-DT,2227
LINC01958,2355
PKP4-AS1,6989
MIR933,77
RPS15AP14,393
LOC100130452,595
ANKRD44-AS1,1180
BOLL,3973
VINAC1P,206
LOC101927330,1754
SLC20A1-DT,3255
LINC01878,3196
MIR4776-2,80
MIR4776-1,80
LINC01953,992
LOC105373864,473
SPAG16-DT,2393
ENSAP3,333
SNORA70I,135
RPL10P6,318
LINC01494,8151
LOC124906119,2904
LINC00608,4237
CFAP65-AS1,2674
CFAP65,10519
LOC124907991,1881
TRPM8,7928
ESPNL,5179
KLHL30-AS1,4414
LINC02610,4419
LOC105373974,1835
RNA5SP122,108
DNAJB3,729
LOC100286922,1247
ZEB2-AS1,3138
LINC01412,3595
LINC02993,684
RPLP0P6,954
HNRNPLL,5932
GALM-AS1,1450
TTC39DP,1726
MORN2,846
LINC01857,1764
LOC105373854,896
CRYGEP,528
LOC100507443,1906
RNU6-360P,104
RPL9P14,571
RNA5SP116,98
RPL12P17,498
CRYGD,642
CRYGC,627
LOC100533727,1078
CRYGB,631
CRYGA,622
RPSAP27,850
TPT1P2,503
IDH1-AS1,1754
MYL6BP1,615
PTH2R,4429
ARPC1BP1,739
H3P9,389
RNA5SP117,118
CRYGFP,633
KANSL1L-AS1,2416
RPL6P6,839
CCDC140,1932
LLPHP3,390
HSPA9P1,2029
RPL23AP28,470
PAX3,7942
NAT8B,684
LINC01890,2045
LINC01888,804
GKN3P,546
CCDC195,1078
MED15P5,992
MTND1P29,647
MTND2P22,1033
MTCO1P7,1542
MTCO2P7,666
MTATP6P7,681
MTCO3P7,774
MTND3P15,341
MTND4LP15,296
MTND4P27,1354
MTND5P29,1807
MTND6P8,522
MTCYBP8,651
RPL19P4,584
TEKT4P3,478
KLF2P2,1039
POTEI,6844
RNU6-473P,107
CFC1B,1669
LOC124907891,1596
ARHGEF4-AS1,3917
PLAC9P1,286
LINC01856,3758
RNU2-21P,188
BTF3L4P2,346
RNU6-580P,107
GSTM3P2,530
MIR6888,67
RPL21P38,167
RNU6-182P,105
CATIP,5015
KIF3C,6422
NAT8,2219
CNGA3,5539
HTRA2,3417
RAPH1,11738
INO80D,15008
MATN3,3152
MGAT5,9053
PXDN,11554
EFR3B,10671
CYBRD1,5172
EGR4,2395
COL5A2,7319
SLC23A3,3601
ABCB11,7757
RBKS,3675
EPAS1,7291
STRADB,4740
CDKL4,4415
THAP4,2934
IL18RAP,3048
FAM237A,1320
EFHD1,3049
FBLN7,6580
CIMIP5,8232
GCKR,3460
CRACDL,4709
ASTL,2814
ASB1,7407
PNO1,2630
STEAP3,6858
TGFA,5044
RFTN2,6013
ANKRD39,5246
POLE4,2000
SPR,1461
COL4A3,12284
ANKRD44,12826
CSRNP3,12823
ATP6V1B1,2860
PRKCE,10118
KCNIP3,7987
PROM2,9686
DYSF,8743
LRRTM1,5119
MAL,2576
SPP2,10093
MAB21L4,3428
TUBA4A,3700
ERMN,4359
MXD1,6351
HOXD1,2115
ZNF2,3999
PLEKHM3,12177
RAB11FIP5,7058
TMEM87B,5342
ADI1,5516
XDH,6187
FIGN,9987
TFCP2L1,9370
ANO7,6323
FTCDNL1,6972
DPP4,14433
ATOH8,9667
MAT2A,4488
SPOPL,7106
TIA1,6804
ABCG8,10767
ABCG5,3720
MAP3K2,12099
SRD5A2,4624
MRPL33,1534
GAD1,8242
PROC,4441
ZAP70,8984
CTDSP1,4865
IL37,2460
GPR55,4324
SLC35F6,4054
UPP2,4219
POLR2D,5300
EPHA4,9544
MYT1L,35249
LYPD1,4030
AAK1,24850
GPD2,7852
CHAC2,1309
ANTXR1,17891
HNMT,4756
NLRC4,3826
MYO7B,8910
HS1BP3,14797
ICOS,2630
PAX8,7527
PFN4,2535
PLGLB1,9980
ARL5A,8925
SULT1C3,2919
CYP27A1,2994
EPC2,6885
AP1S3,9717
ACMSD,3937
GNLY,3047
SLC3A1,6541
NEURL3,2540
MRPL53,685
ACVR1C,9075
ZNF142,11560
SLC9A2,6274
AGXT,5926
IL1RL1,6062
OTOS,667
IL1RL2,3304
FAM171B,5823
TIMCC,3092
CDCA7,4699
CYP27C1,5277
NIFK,2436
BAZ2B,21347
EPB41L5,9357
GEN1,14636
CENPO,7386
ZFAND2B,3398
ADD2,12868
CAD,8563
VMA22,4451
PECR,3196
IGFBP2,4900
DBI,2504
LHCGR,5000
STK16,4501
SOS1,22984
RND3,3613
SEMA4C,8469
KRTCAP3,2410
DUSP2,1932
RPIA,1848
HSPE1,1835
DGUOK,1533
STK17B,9171
FAM161A,5258
BARD1,7698
PTRHD1,1932
VAMP8,955
CENPA,2158
MCEE,1664
FANCL,37977
TTC32,2013
DNAAF10,4066
ANAPC1,14137
COA5,3828
ZNF513,2376
C2orf15,2544
ARHGEF4,10095
RGPD6,13526
IRS1,11164
MSL3B,2993
ZNF638,15646
NOP58,3374
DRC11,6149
TMEM198,3422
CHPF,3717
